freq (MHz);s11 (dB);real Z_in (Ohm); imag Z_in (Ohm)
3452;-2.891763585018032;60.84502180852705;112.889256313557
3456;-2.88503593603759;60.8334273387548;113.0613003456185
3460;-2.878017555304515;60.8163051822205;113.2371200997868
3464;-2.870702656054953;60.79382807323923;113.4170662085958
3468;-2.863086935673841;60.76619754589287;113.6014772555957
3472;-2.855167651285532;60.7336430152625;113.7906770898053
3476;-2.846943682802527;60.69642060976106;113.9849722193967
3480;-2.838415582433871;60.65481176363085;114.1846493064857
3484;-2.8295856097753;60.60912158031808;114.3899727835395
3488;-2.820457751745918;60.5596769789812;114.6011826103479
3492;-2.811037726783278;60.50682463753081;114.8184921889833
3496;-2.80133297287112;60.45092874660298;115.0420864525825
3500;-2.791352619139618;60.39236858954376;115.2721201422705
